4	2	6	5	5	1	4	5	8	5	4	8	8	6	1	1	1	1	1	3	3	3	6	2	9	9	9	7	7	7	3	2	6	5	4	2	9	7	7	2
2.251	1.245	-2.184	-3.322	-2.644	-2.837	1.891	-0.737	-3.474	-4.059	-3.184	-1.837	-2.396	-1.474	-0.059	-0.044	-0.667	4.002	-0.621	-1.889	1.444	-0.916	-1.889	0.696	0.189	2.68	-0.737	3.362	4.54	0.926	2.414	-0.862	-3.837	-0.621	-3.474	0.696	1.922	2.367	5.373	0.696
-0.862	-0.515	-5.644	-6.644	-4.322	-0.12	3.32	-5.644	-5.059	-5.059	-5.059	-4.644	-4.059	-5.644	-5.644	-5.644	-4.322	1.057	-5.059	-3.837	-3.322	-0.69	1.208	0.856	0.623	-1.889	-0.184	2.16	-1.434	-2.837	-4.059	-6.644	-6.644	-5.644	-5.059	0.895	-3.474	0.111	-1.322	-0.889
-5.644	-1.029	-3.644	-0.089	0.214	-1.889	-5.644	-0.105	-2.556	0.287	-3.474	-2.943	-2.396	-4.644	2.57	-5.644	0.239	-2.644	-5.059	1.144	-1.644	-0.089	-5.644	-1.434	-5.644	-3.644	-6.644	-1.358	-5.644	-6.644	0.669	0.623	0.39	0.299	-2.556	0.722	-0.837	-3.837	-5.644	0.856
-4.322	-0.415	-1.837	2.674	-3.837	-3.322	0.163	-3.644	0.401	-3.184	-3.184	-3.837	-3.322	-3.837	-3.837	-2.12	2.483	4.144	-0.786	-4.059	-2.943	-3.837	-2.474	-3.184	-6.644	0.971	-5.059	-2.474	-4.059	-4.322	1.098	-5.059	-4.059	-1	-4.322	-3.474	-2.396	-3.474	-3.474	-3.837
1.791	1.411	-3.322	-4.644	-2.644	-0.252	2.425	-6.644	-5.644	-3.322	-4.059	-5.059	-2.737	-3.644	-1.837	-0.474	-2.837	3.946	4.288	-3.322	-4.322	-4.644	-2.737	0.444	0.872	0.856	3.17	-2.837	-2.556	-3.322	-3.184	-1.059	-5.059	-4.322	-2.943	-4.644	0.84	-1.12	1.305	-3.322
-1.889	2.85	-4.644	-5.644	-4.322	-0.786	1.422	-6.644	-5.644	-4.322	-5.059	-5.644	-4.059	-4.644	-5.059	-2.252	-4.322	-4.644	-2.474	-1.286	-4.644	-3.837	-3.837	1.35	-0.943	0.057	-1.12	-3.059	-3.837	-1.184	1.39	-6.644	-0.515	-5.644	-5.059	0.546	-1.286	-4.322	-0.269	1.551
-5.644	-3.322	-3.322	2.186	2.157	-3.644	-5.644	1.163	-0.286	1.401	1.417	0.433	0.748	-5.644	-5.059	-4.059	1.832	-4.644	-3.474	1.189	-0.34	-2.644	-0.599	-3.322	-4.644	-3.837	-5.644	-3.837	-4.644	-4.059	-0.396	-5.059	-4.322	1.485	-0.044	-1.184	-4.059	-3.837	-5.059	-1.029
-0.667	-0.396	-5.059	-6.644	-5.059	-1.396	1.753	-6.644	-6.644	-5.644	-5.644	-5.059	-4.059	-6.644	-1.889	-1.786	-4.059	-1.252	0.111	2.176	-3.474	-0.599	-4.644	0.287	0.287	0.043	-0.786	0.604	-0.69	-0.059	-2.837	-4.644	-6.644	-1.556	-3.837	-2.644	-0.12	-1.029	-0.12	0.506
-5.644	1.293	-3.644	-4.059	-3.474	0.043	-3.474	-5.059	-3.474	-4.322	-3.837	-5.644	-2.556	-3.644	2.22	-3.474	-2.556	0.864	-3.644	-1.474	-1.644	-4.644	-1.396	-2.943	-3.322	0.872	-1.786	-5.059	-3.474	-4.059	-1.737	-5.644	3.079	-3.322	-3.644	-4.644	2.801	-4.059	0.614	-1.786
1.189	2.521	-4.644	-5.644	-3.837	-3.184	0.632	-1	-3.837	-3.837	-4.322	-5.644	-2.943	-4.322	1.516	-3.837	-4.059	-2.474	-4.644	-0.059	-1.358	0.411	-3.184	1.406	-0.862	-1.943	-0.971	-1.556	-3.474	-3.644	0.986	1.356	-5.644	-5.059	-5.059	-0.713	-2.943	-4.644	-0.761	1.978
1.824	1.778	-4.644	-4.644	-2.396	1.714	1.438	-5.059	-6.644	-1.599	-3.184	-6.644	-3.644	-4.644	-0.535	-0.269	-0.786	-0.889	-2.943	-1.786	-0.201	-0.218	-1.252	1.333	1.872	2.575	-1.599	-1.358	-0.474	-2.12	1.628	1.628	-3.837	-2.556	-3.474	-0.667	0.978	-3.059	-0.811	0.903
1.546	0.433	-3.059	-3.474	-2.252	-3.474	1.208	-1.396	-3.644	-2.644	-2.644	-3.644	-1.786	-2.396	0.433	-0.621	-0.377	3.275	-0.837	-0.811	1.316	-0.322	-1.943	-0.014	0.275	1.986	-0.889	3.503	4.422	0.124	2.053	-1.889	-3.322	-1.252	-2.943	1.014	0.696	1.744	4.375	-0.105
-0.644	-0.304	-4.644	-5.644	-3.474	-0.494	3.044	-5.059	-3.837	-4.322	-4.644	-4.322	-3.474	-5.644	-5.059	-5.059	-4.059	1.007	-5.059	-3.644	-3.322	-0.474	1.057	0.934	0.275	-2.059	-0.621	2.299	-1.434	-2.943	-3.474	-6.644	-5.644	-5.059	-5.059	1.632	-3.059	0.111	-0.916	-0.761
-0.105	2.436	-4.322	-2.396	-2.322	-0.286	-0.12	-6.644	-6.644	-1.474	-2.644	-2.644	-1.837	-5.059	-1.152	-0.644	-0.322	0.31	-2.474	-0.535	1.091	-1.837	-3.644	2.091	-3.184	-0.644	-1.556	2.236	1.651	1.632	2.053	-0.494	-5.644	-2.943	-1.029	0.926	1.202	0.379	2.826	2.057
-1.252	1.791	-0.201	-5.059	-2.943	3.069	1.263	-4.059	0.556	-3.837	-2.396	-2.474	-1.252	-3.184	-0.837	-0.786	-3.837	1.891	-1.644	1.084	1.227	2.004	-0.12	2.251	2.623	0.506	1.014	4.365	3.614	1.683	-4.322	-0.059	2.978	-2.644	-2.184	0.485	2.642	2	2.269	2.625
-0.889	-2.12	-4.322	-5.059	-3.474	-0.136	0.444	-6.644	-4.059	-3.837	-0.713	-0.713	1.465	-4.322	1.766	-1.644	-0.269	1.47	-3.837	-3.059	-3.474	-1.089	-3.644	-1.029	-1.786	-3.474	-4.322	-3.644	-4.644	-4.059	-4.322	2.748	-4.322	-4.322	-0.044	-5.059	1.852	-3.322	-4.644	1.345
